Mes,Unidad,Sucursal,Perspectiva,Indicador,Valor,Unidad de Medida
2024-12,Oficial 027,Sucursal 09,Calidad,Tasa de rechazo,68.29,%
2024-12,Oficial 027,Sucursal 09,Calidad,Cumplimiento de normativa,91.37,Horas
2024-12,Oficial 027,Sucursal 09,Experiencia,Satisfacción del cliente,89.66,Puntos
2024-12,Oficial 027,Sucursal 09,Experiencia,Tasa de reclamos,82.58,%
2024-12,Oficial 027,Sucursal 09,Experiencia,Tiempo de espera,93.7,Horas
2024-12,Oficial 028,Sucursal 10,Eficiencia,Tiempo de procesamiento,67.92,Horas
2024-12,Oficial 028,Sucursal 10,Eficiencia,Clientes atendidos por hora,79.01,Horas
2024-12,Oficial 028,Sucursal 10,Eficiencia,Tasa de errores,93.61,%
2024-12,Oficial 028,Sucursal 10,Calidad,Revisión manual necesaria,86.92,Horas
2024-12,Oficial 028,Sucursal 10,Calidad,Tasa de rechazo,78.51,%
2024-12,Oficial 028,Sucursal 10,Calidad,Cumplimiento de normativa,86.39,Horas
2024-12,Oficial 028,Sucursal 10,Experiencia,Satisfacción del cliente,73.72,Puntos
2024-12,Oficial 028,Sucursal 10,Experiencia,Tasa de reclamos,91.89,%
2024-12,Oficial 028,Sucursal 10,Experiencia,Tiempo de espera,95.95,Horas
2024-12,Oficial 029,Sucursal 10,Eficiencia,Tiempo de procesamiento,90.94,Horas
2024-12,Oficial 029,Sucursal 10,Eficiencia,Clientes atendidos por hora,64.92,Horas
2024-12,Oficial 029,Sucursal 10,Eficiencia,Tasa de errores,71.24,%
2024-12,Oficial 029,Sucursal 10,Calidad,Revisión manual necesaria,66.8,Horas
2024-12,Oficial 029,Sucursal 10,Calidad,Tasa de rechazo,61.84,%
2024-12,Oficial 029,Sucursal 10,Calidad,Cumplimiento de normativa,65.89,Horas
2024-12,Oficial 029,Sucursal 10,Experiencia,Satisfacción del cliente,65.5,Puntos
2024-12,Oficial 029,Sucursal 10,Experiencia,Tasa de reclamos,88.02,%
2024-12,Oficial 029,Sucursal 10,Experiencia,Tiempo de espera,75.02,Horas
2024-12,Oficial 030,Sucursal 10,Eficiencia,Tiempo de procesamiento,97.9,Horas
2024-12,Oficial 030,Sucursal 10,Eficiencia,Clientes atendidos por hora,87.21,Horas
2024-12,Oficial 030,Sucursal 10,Eficiencia,Tasa de errores,74.77,%
2024-12,Oficial 030,Sucursal 10,Calidad,Revisión manual necesaria,90.64,Horas
2024-12,Oficial 030,Sucursal 10,Calidad,Tasa de rechazo,67.15,%
2024-12,Oficial 030,Sucursal 10,Calidad,Cumplimiento de normativa,95.82,Horas
2024-12,Oficial 030,Sucursal 10,Experiencia,Satisfacción del cliente,77.17,Puntos
2024-12,Oficial 030,Sucursal 10,Experiencia,Tasa de reclamos,85.32,%
2024-12,Oficial 030,Sucursal 10,Experiencia,Tiempo de espera,93.75,Horas
2024-12,Oficial 031,Sucursal 11,Eficiencia,Tiempo de procesamiento,73.29,Horas
2024-12,Oficial 031,Sucursal 11,Eficiencia,Clientes atendidos por hora,70.92,Horas
2024-12,Oficial 031,Sucursal 11,Eficiencia,Tasa de errores,62.82,%
2024-12,Oficial 031,Sucursal 11,Calidad,Revisión manual necesaria,88.54,Horas
2024-12,Oficial 031,Sucursal 11,Calidad,Tasa de rechazo,61.76,%
2024-12,Oficial 031,Sucursal 11,Calidad,Cumplimiento de normativa,74.29,Horas
2024-12,Oficial 031,Sucursal 11,Experiencia,Satisfacción del cliente,73.18,Puntos
2024-12,Oficial 031,Sucursal 11,Experiencia,Tasa de reclamos,72.14,%
2024-12,Oficial 031,Sucursal 11,Experiencia,Tiempo de espera,98.0,Horas
2024-12,Oficial 032,Sucursal 11,Eficiencia,Tiempo de procesamiento,73.15,Horas
2024-12,Oficial 032,Sucursal 11,Eficiencia,Clientes atendidos por hora,81.5,Horas
2024-12,Oficial 032,Sucursal 11,Eficiencia,Tasa de errores,72.64,%
2024-12,Oficial 032,Sucursal 11,Calidad,Revisión manual necesaria,94.83,Horas
2024-12,Oficial 032,Sucursal 11,Calidad,Tasa de rechazo,93.29,%
2024-12,Oficial 032,Sucursal 11,Calidad,Cumplimiento de normativa,69.45,Horas
2024-12,Oficial 032,Sucursal 11,Experiencia,Satisfacción del cliente,70.23,Puntos
2024-12,Oficial 032,Sucursal 11,Experiencia,Tasa de reclamos,83.69,%
2024-12,Oficial 032,Sucursal 11,Experiencia,Tiempo de espera,60.69,Horas
2024-12,Oficial 033,Sucursal 11,Eficiencia,Tiempo de procesamiento,90.1,Horas
2024-12,Oficial 033,Sucursal 11,Eficiencia,Clientes atendidos por hora,79.92,Horas
2024-12,Oficial 033,Sucursal 11,Eficiencia,Tasa de errores,62.88,%
2024-12,Oficial 033,Sucursal 11,Calidad,Revisión manual necesaria,85.72,Horas
2024-12,Oficial 033,Sucursal 11,Calidad,Tasa de rechazo,81.63,%
2024-12,Oficial 033,Sucursal 11,Calidad,Cumplimiento de normativa,84.36,Horas
2024-12,Oficial 033,Sucursal 11,Experiencia,Satisfacción del cliente,61.7,Puntos
2024-12,Oficial 033,Sucursal 11,Experiencia,Tasa de reclamos,93.47,%
2024-12,Oficial 033,Sucursal 11,Experiencia,Tiempo de espera,61.28,Horas
2024-12,Oficial 034,Sucursal 12,Eficiencia,Tiempo de procesamiento,99.47,Horas
2024-12,Oficial 034,Sucursal 12,Eficiencia,Clientes atendidos por hora,62.85,Horas
2024-12,Oficial 034,Sucursal 12,Eficiencia,Tasa de errores,61.57,%
2024-12,Oficial 034,Sucursal 12,Calidad,Revisión manual necesaria,89.93,Horas
2024-12,Oficial 034,Sucursal 12,Calidad,Tasa de rechazo,61.73,%
2024-12,Oficial 034,Sucursal 12,Calidad,Cumplimiento de normativa,94.34,Horas
2024-12,Oficial 034,Sucursal 12,Experiencia,Satisfacción del cliente,98.0,Puntos
2024-12,Oficial 034,Sucursal 12,Experiencia,Tasa de reclamos,60.02,%
2024-12,Oficial 034,Sucursal 12,Experiencia,Tiempo de espera,97.28,Horas
2024-12,Oficial 035,Sucursal 12,Eficiencia,Tiempo de procesamiento,65.28,Horas
2024-12,Oficial 035,Sucursal 12,Eficiencia,Clientes atendidos por hora,62.19,Horas
2024-12,Oficial 035,Sucursal 12,Eficiencia,Tasa de errores,90.52,%
2024-12,Oficial 035,Sucursal 12,Calidad,Revisión manual necesaria,82.23,Horas
2024-12,Oficial 035,Sucursal 12,Calidad,Tasa de rechazo,64.34,%
2024-12,Oficial 035,Sucursal 12,Calidad,Cumplimiento de normativa,91.97,Horas
2024-12,Oficial 035,Sucursal 12,Experiencia,Satisfacción del cliente,94.95,Puntos
2024-12,Oficial 035,Sucursal 12,Experiencia,Tasa de reclamos,67.83,%
2024-12,Oficial 035,Sucursal 12,Experiencia,Tiempo de espera,68.71,Horas
2024-12,Oficial 036,Sucursal 12,Eficiencia,Tiempo de procesamiento,68.02,Horas
2024-12,Oficial 036,Sucursal 12,Eficiencia,Clientes atendidos por hora,97.11,Horas
2024-12,Oficial 036,Sucursal 12,Eficiencia,Tasa de errores,99.95,%
2024-12,Oficial 036,Sucursal 12,Calidad,Revisión manual necesaria,79.61,Horas
2024-12,Oficial 036,Sucursal 12,Calidad,Tasa de rechazo,95.98,%
2024-12,Oficial 036,Sucursal 12,Calidad,Cumplimiento de normativa,92.44,Horas
2024-12,Oficial 036,Sucursal 12,Experiencia,Satisfacción del cliente,82.29,Puntos
2024-12,Oficial 036,Sucursal 12,Experiencia,Tasa de reclamos,79.44,%
2024-12,Oficial 036,Sucursal 12,Experiencia,Tiempo de espera,81.49,Horas
2024-12,Oficial 037,Sucursal 13,Eficiencia,Tiempo de procesamiento,97.15,Horas
2024-12,Oficial 037,Sucursal 13,Eficiencia,Clientes atendidos por hora,69.79,Horas
2024-12,Oficial 037,Sucursal 13,Eficiencia,Tasa de errores,70.72,%
2024-12,Oficial 037,Sucursal 13,Calidad,Revisión manual necesaria,62.83,Horas
2024-12,Oficial 037,Sucursal 13,Calidad,Tasa de rechazo,95.8,%
2024-12,Oficial 037,Sucursal 13,Calidad,Cumplimiento de normativa,72.68,Horas
2024-12,Oficial 037,Sucursal 13,Experiencia,Satisfacción del cliente,91.23,Puntos
2024-12,Oficial 037,Sucursal 13,Experiencia,Tasa de reclamos,80.13,%
2024-12,Oficial 037,Sucursal 13,Experiencia,Tiempo de espera,77.4,Horas
2024-12,Oficial 038,Sucursal 13,Eficiencia,Tiempo de procesamiento,65.02,Horas
2024-12,Oficial 038,Sucursal 13,Eficiencia,Clientes atendidos por hora,98.73,Horas
2024-12,Oficial 038,Sucursal 13,Eficiencia,Tasa de errores,95.39,%
2024-12,Oficial 038,Sucursal 13,Calidad,Revisión manual necesaria,90.41,Horas
2024-12,Oficial 038,Sucursal 13,Calidad,Tasa de rechazo,63.63,%
2024-12,Oficial 038,Sucursal 13,Calidad,Cumplimiento de normativa,85.83,Horas
2024-12,Oficial 038,Sucursal 13,Experiencia,Satisfacción del cliente,88.52,Puntos
2024-12,Oficial 038,Sucursal 13,Experiencia,Tasa de reclamos,85.64,%
2024-12,Oficial 038,Sucursal 13,Experiencia,Tiempo de espera,66.31,Horas
2024-12,Oficial 039,Sucursal 13,Eficiencia,Tiempo de procesamiento,65.8,Horas
2024-12,Oficial 039,Sucursal 13,Eficiencia,Clientes atendidos por hora,87.08,Horas
2024-12,Oficial 039,Sucursal 13,Eficiencia,Tasa de errores,86.43,%
2024-12,Oficial 039,Sucursal 13,Calidad,Revisión manual necesaria,62.6,Horas
2024-12,Oficial 039,Sucursal 13,Calidad,Tasa de rechazo,77.79,%
2024-12,Oficial 039,Sucursal 13,Calidad,Cumplimiento de normativa,62.41,Horas
2024-12,Oficial 039,Sucursal 13,Experiencia,Satisfacción del cliente,70.2,Puntos
2024-12,Oficial 039,Sucursal 13,Experiencia,Tasa de reclamos,62.42,%
2024-12,Oficial 039,Sucursal 13,Experiencia,Tiempo de espera,60.61,Horas
2024-12,Oficial 040,Sucursal 14,Eficiencia,Tiempo de procesamiento,93.54,Horas
2024-12,Oficial 040,Sucursal 14,Eficiencia,Clientes atendidos por hora,93.77,Horas
2024-12,Oficial 040,Sucursal 14,Eficiencia,Tasa de errores,92.91,%
2024-12,Oficial 040,Sucursal 14,Calidad,Revisión manual necesaria,77.0,Horas
2024-12,Oficial 040,Sucursal 14,Calidad,Tasa de rechazo,80.74,%
2024-12,Oficial 040,Sucursal 14,Calidad,Cumplimiento de normativa,69.51,Horas
2024-12,Oficial 040,Sucursal 14,Experiencia,Satisfacción del cliente,72.48,Puntos
2024-12,Oficial 040,Sucursal 14,Experiencia,Tasa de reclamos,63.63,%
2024-12,Oficial 040,Sucursal 14,Experiencia,Tiempo de espera,82.81,Horas
2024-12,Oficial 041,Sucursal 14,Eficiencia,Tiempo de procesamiento,87.19,Horas
2024-12,Oficial 041,Sucursal 14,Eficiencia,Clientes atendidos por hora,83.75,Horas
2024-12,Oficial 041,Sucursal 14,Eficiencia,Tasa de errores,83.44,%
2024-12,Oficial 041,Sucursal 14,Calidad,Revisión manual necesaria,82.88,Horas
2024-12,Oficial 041,Sucursal 14,Calidad,Tasa de rechazo,73.17,%
2024-12,Oficial 041,Sucursal 14,Calidad,Cumplimiento de normativa,82.9,Horas
2024-12,Oficial 041,Sucursal 14,Experiencia,Satisfacción del cliente,75.06,Puntos
2024-12,Oficial 041,Sucursal 14,Experiencia,Tasa de reclamos,63.21,%
2024-12,Oficial 041,Sucursal 14,Experiencia,Tiempo de espera,67.87,Horas
2024-12,Oficial 042,Sucursal 14,Eficiencia,Tiempo de procesamiento,60.73,Horas
2024-12,Oficial 042,Sucursal 14,Eficiencia,Clientes atendidos por hora,69.3,Horas
2024-12,Oficial 042,Sucursal 14,Eficiencia,Tasa de errores,95.02,%
2024-12,Oficial 042,Sucursal 14,Calidad,Revisión manual necesaria,93.18,Horas
2024-12,Oficial 042,Sucursal 14,Calidad,Tasa de rechazo,96.29,%
2024-12,Oficial 042,Sucursal 14,Calidad,Cumplimiento de normativa,89.51,Horas
2024-12,Oficial 042,Sucursal 14,Experiencia,Satisfacción del cliente,92.24,Puntos
2024-12,Oficial 042,Sucursal 14,Experiencia,Tasa de reclamos,71.52,%
2024-12,Oficial 042,Sucursal 14,Experiencia,Tiempo de espera,72.02,Horas
2024-12,Oficial 043,Sucursal 15,Eficiencia,Tiempo de procesamiento,73.88,Horas
2024-12,Oficial 043,Sucursal 15,Eficiencia,Clientes atendidos por hora,78.26,Horas
2024-12,Oficial 043,Sucursal 15,Eficiencia,Tasa de errores,61.72,%
2024-12,Oficial 043,Sucursal 15,Calidad,Revisión manual necesaria,66.86,Horas
2024-12,Oficial 043,Sucursal 15,Calidad,Tasa de rechazo,95.82,%
2024-12,Oficial 043,Sucursal 15,Calidad,Cumplimiento de normativa,93.0,Horas
2024-12,Oficial 043,Sucursal 15,Experiencia,Satisfacción del cliente,92.94,Puntos
2024-12,Oficial 043,Sucursal 15,Experiencia,Tasa de reclamos,80.29,%
2024-12,Oficial 043,Sucursal 15,Experiencia,Tiempo de espera,61.82,Horas
2024-12,Oficial 044,Sucursal 15,Eficiencia,Tiempo de procesamiento,69.74,Horas
2024-12,Oficial 044,Sucursal 15,Eficiencia,Clientes atendidos por hora,87.13,Horas
2024-12,Oficial 044,Sucursal 15,Eficiencia,Tasa de errores,81.92,%
2024-12,Oficial 044,Sucursal 15,Calidad,Revisión manual necesaria,82.02,Horas
2024-12,Oficial 044,Sucursal 15,Calidad,Tasa de rechazo,81.73,%
2024-12,Oficial 044,Sucursal 15,Calidad,Cumplimiento de normativa,82.51,Horas
2024-12,Oficial 044,Sucursal 15,Experiencia,Satisfacción del cliente,72.2,Puntos
2024-12,Oficial 044,Sucursal 15,Experiencia,Tasa de reclamos,99.32,%
2024-12,Oficial 044,Sucursal 15,Experiencia,Tiempo de espera,71.87,Horas
2024-12,Oficial 045,Sucursal 15,Eficiencia,Tiempo de procesamiento,68.16,Horas
2024-12,Oficial 045,Sucursal 15,Eficiencia,Clientes atendidos por hora,91.28,Horas
2024-12,Oficial 045,Sucursal 15,Eficiencia,Tasa de errores,98.88,%
2024-12,Oficial 045,Sucursal 15,Calidad,Revisión manual necesaria,68.18,Horas
2024-12,Oficial 045,Sucursal 15,Calidad,Tasa de rechazo,86.94,%
2024-12,Oficial 045,Sucursal 15,Calidad,Cumplimiento de normativa,80.5,Horas
2024-12,Oficial 045,Sucursal 15,Experiencia,Satisfacción del cliente,89.48,Puntos
2024-12,Oficial 045,Sucursal 15,Experiencia,Tasa de reclamos,60.25,%
2024-12,Oficial 045,Sucursal 15,Experiencia,Tiempo de espera,76.39,Horas
2024-12,Oficial 046,Sucursal 16,Eficiencia,Tiempo de procesamiento,74.46,Horas
2024-12,Oficial 046,Sucursal 16,Eficiencia,Clientes atendidos por hora,95.75,Horas
2024-12,Oficial 046,Sucursal 16,Eficiencia,Tasa de errores,61.55,%
2024-12,Oficial 046,Sucursal 16,Calidad,Revisión manual necesaria,81.01,Horas
2024-12,Oficial 046,Sucursal 16,Calidad,Tasa de rechazo,75.23,%
2024-12,Oficial 046,Sucursal 16,Calidad,Cumplimiento de normativa,67.89,Horas
2024-12,Oficial 046,Sucursal 16,Experiencia,Satisfacción del cliente,81.7,Puntos
2024-12,Oficial 046,Sucursal 16,Experiencia,Tasa de reclamos,71.87,%
2024-12,Oficial 046,Sucursal 16,Experiencia,Tiempo de espera,99.54,Horas
2024-12,Oficial 047,Sucursal 16,Eficiencia,Tiempo de procesamiento,62.07,Horas
2024-12,Oficial 047,Sucursal 16,Eficiencia,Clientes atendidos por hora,93.65,Horas
2024-12,Oficial 047,Sucursal 16,Eficiencia,Tasa de errores,63.38,%
2024-12,Oficial 047,Sucursal 16,Calidad,Revisión manual necesaria,72.1,Horas
2024-12,Oficial 047,Sucursal 16,Calidad,Tasa de rechazo,74.97,%
2024-12,Oficial 047,Sucursal 16,Calidad,Cumplimiento de normativa,82.55,Horas
2024-12,Oficial 047,Sucursal 16,Experiencia,Satisfacción del cliente,94.52,Puntos
2024-12,Oficial 047,Sucursal 16,Experiencia,Tasa de reclamos,76.23,%
2024-12,Oficial 047,Sucursal 16,Experiencia,Tiempo de espera,95.92,Horas
2024-12,Oficial 048,Sucursal 16,Eficiencia,Tiempo de procesamiento,63.14,Horas
2024-12,Oficial 048,Sucursal 16,Eficiencia,Clientes atendidos por hora,67.25,Horas
2024-12,Oficial 048,Sucursal 16,Eficiencia,Tasa de errores,68.84,%
2024-12,Oficial 048,Sucursal 16,Calidad,Revisión manual necesaria,99.66,Horas
2024-12,Oficial 048,Sucursal 16,Calidad,Tasa de rechazo,92.91,%
2024-12,Oficial 048,Sucursal 16,Calidad,Cumplimiento de normativa,69.44,Horas
2024-12,Oficial 048,Sucursal 16,Experiencia,Satisfacción del cliente,67.63,Puntos
2024-12,Oficial 048,Sucursal 16,Experiencia,Tasa de reclamos,95.99,%
2024-12,Oficial 048,Sucursal 16,Experiencia,Tiempo de espera,69.88,Horas
2024-12,Oficial 049,Sucursal 17,Eficiencia,Tiempo de procesamiento,93.15,Horas
2024-12,Oficial 049,Sucursal 17,Eficiencia,Clientes atendidos por hora,73.75,Horas
2024-12,Oficial 049,Sucursal 17,Eficiencia,Tasa de errores,89.13,%
2024-12,Oficial 049,Sucursal 17,Calidad,Revisión manual necesaria,84.46,Horas
2024-12,Oficial 049,Sucursal 17,Calidad,Tasa de rechazo,77.12,%
2024-12,Oficial 049,Sucursal 17,Calidad,Cumplimiento de normativa,77.88,Horas
2024-12,Oficial 049,Sucursal 17,Experiencia,Satisfacción del cliente,79.99,Puntos
2024-12,Oficial 049,Sucursal 17,Experiencia,Tasa de reclamos,72.35,%
2024-12,Oficial 049,Sucursal 17,Experiencia,Tiempo de espera,80.88,Horas
2024-12,Oficial 050,Sucursal 17,Eficiencia,Tiempo de procesamiento,73.67,Horas
2024-12,Oficial 050,Sucursal 17,Eficiencia,Clientes atendidos por hora,88.43,Horas
2024-12,Oficial 050,Sucursal 17,Eficiencia,Tasa de errores,70.67,%
2024-12,Oficial 050,Sucursal 17,Calidad,Revisión manual necesaria,99.47,Horas
2024-12,Oficial 050,Sucursal 17,Calidad,Tasa de rechazo,77.49,%
2024-12,Oficial 050,Sucursal 17,Calidad,Cumplimiento de normativa,90.54,Horas
2024-12,Oficial 050,Sucursal 17,Experiencia,Satisfacción del cliente,62.53,Puntos
2024-12,Oficial 050,Sucursal 17,Experiencia,Tasa de reclamos,78.75,%
2024-12,Oficial 050,Sucursal 17,Experiencia,Tiempo de espera,81.13,Horas
2024-12,Oficial 051,Sucursal 17,Eficiencia,Tiempo de procesamiento,79.51,Horas
2024-12,Oficial 051,Sucursal 17,Eficiencia,Clientes atendidos por hora,66.08,Horas
2024-12,Oficial 051,Sucursal 17,Eficiencia,Tasa de errores,77.77,%
2024-12,Oficial 051,Sucursal 17,Calidad,Revisión manual necesaria,74.75,Horas
2024-12,Oficial 051,Sucursal 17,Calidad,Tasa de rechazo,73.09,%
2024-12,Oficial 051,Sucursal 17,Calidad,Cumplimiento de normativa,84.82,Horas
2024-12,Oficial 051,Sucursal 17,Experiencia,Satisfacción del cliente,88.91,Puntos
2024-12,Oficial 051,Sucursal 17,Experiencia,Tasa de reclamos,74.25,%
2024-12,Oficial 051,Sucursal 17,Experiencia,Tiempo de espera,95.89,Horas
2024-12,Oficial 052,Sucursal 18,Eficiencia,Tiempo de procesamiento,85.96,Horas
2024-12,Oficial 052,Sucursal 18,Eficiencia,Clientes atendidos por hora,68.21,Horas
2024-12,Oficial 052,Sucursal 18,Eficiencia,Tasa de errores,65.77,%
2024-12,Oficial 052,Sucursal 18,Calidad,Revisión manual necesaria,88.73,Horas
2024-12,Oficial 052,Sucursal 18,Calidad,Tasa de rechazo,93.74,%
2024-12,Oficial 052,Sucursal 18,Calidad,Cumplimiento de normativa,84.79,Horas
2024-12,Oficial 052,Sucursal 18,Experiencia,Satisfacción del cliente,72.2,Puntos
2024-12,Oficial 052,Sucursal 18,Experiencia,Tasa de reclamos,66.91,%
2024-12,Oficial 052,Sucursal 18,Experiencia,Tiempo de espera,93.48,Horas
2024-12,Oficial 053,Sucursal 18,Eficiencia,Tiempo de procesamiento,73.75,Horas
2024-12,Oficial 053,Sucursal 18,Eficiencia,Clientes atendidos por hora,83.77,Horas
2024-12,Oficial 053,Sucursal 18,Eficiencia,Tasa de errores,65.41,%
2024-12,Oficial 053,Sucursal 18,Calidad,Revisión manual necesaria,68.6,Horas
2024-12,Oficial 053,Sucursal 18,Calidad,Tasa de rechazo,74.08,%
2024-12,Oficial 053,Sucursal 18,Calidad,Cumplimiento de normativa,63.43,Horas
2024-12,Oficial 053,Sucursal 18,Experiencia,Satisfacción del cliente,87.59,Puntos
2024-12,Oficial 053,Sucursal 18,Experiencia,Tasa de reclamos,94.99,%
2024-12,Oficial 053,Sucursal 18,Experiencia,Tiempo de espera,99.47,Horas
2024-12,Oficial 054,Sucursal 18,Eficiencia,Tiempo de procesamiento,98.43,Horas
2024-12,Oficial 054,Sucursal 18,Eficiencia,Clientes atendidos por hora,96.95,Horas
2024-12,Oficial 054,Sucursal 18,Eficiencia,Tasa de errores,72.58,%
2024-12,Oficial 054,Sucursal 18,Calidad,Revisión manual necesaria,71.12,Horas
2024-12,Oficial 054,Sucursal 18,Calidad,Tasa de rechazo,71.35,%
2024-12,Oficial 054,Sucursal 18,Calidad,Cumplimiento de normativa,84.17,Horas
2024-12,Oficial 054,Sucursal 18,Experiencia,Satisfacción del cliente,99.66,Puntos
2024-12,Oficial 054,Sucursal 18,Experiencia,Tasa de reclamos,82.48,%
2024-12,Oficial 054,Sucursal 18,Experiencia,Tiempo de espera,61.05,Horas
2024-12,Oficial 055,Sucursal 19,Eficiencia,Tiempo de procesamiento,84.41,Horas
2024-12,Oficial 055,Sucursal 19,Eficiencia,Clientes atendidos por hora,92.71,Horas
2024-12,Oficial 055,Sucursal 19,Eficiencia,Tasa de errores,82.72,%
2024-12,Oficial 055,Sucursal 19,Calidad,Revisión manual necesaria,85.5,Horas
2024-12,Oficial 055,Sucursal 19,Calidad,Tasa de rechazo,91.21,%
2024-12,Oficial 055,Sucursal 19,Calidad,Cumplimiento de normativa,78.03,Horas
2024-12,Oficial 055,Sucursal 19,Experiencia,Satisfacción del cliente,82.71,Puntos
2024-12,Oficial 055,Sucursal 19,Experiencia,Tasa de reclamos,64.29,%
2024-12,Oficial 055,Sucursal 19,Experiencia,Tiempo de espera,67.39,Horas
2024-12,Oficial 056,Sucursal 19,Eficiencia,Tiempo de procesamiento,88.34,Horas
2024-12,Oficial 056,Sucursal 19,Eficiencia,Clientes atendidos por hora,99.94,Horas
2024-12,Oficial 056,Sucursal 19,Eficiencia,Tasa de errores,70.58,%
2024-12,Oficial 056,Sucursal 19,Calidad,Revisión manual necesaria,99.75,Horas
2024-12,Oficial 056,Sucursal 19,Calidad,Tasa de rechazo,81.06,%
2024-12,Oficial 056,Sucursal 19,Calidad,Cumplimiento de normativa,77.57,Horas
2024-12,Oficial 056,Sucursal 19,Experiencia,Satisfacción del cliente,78.54,Puntos
2024-12,Oficial 056,Sucursal 19,Experiencia,Tasa de reclamos,96.11,%
2024-12,Oficial 056,Sucursal 19,Experiencia,Tiempo de espera,72.27,Horas
2024-12,Oficial 057,Sucursal 19,Eficiencia,Tiempo de procesamiento,80.68,Horas
2024-12,Oficial 057,Sucursal 19,Eficiencia,Clientes atendidos por hora,61.07,Horas
2024-12,Oficial 057,Sucursal 19,Eficiencia,Tasa de errores,98.23,%
2024-12,Oficial 057,Sucursal 19,Calidad,Revisión manual necesaria,68.43,Horas
2024-12,Oficial 057,Sucursal 19,Calidad,Tasa de rechazo,72.8,%
2024-12,Oficial 057,Sucursal 19,Calidad,Cumplimiento de normativa,63.67,Horas
2024-12,Oficial 057,Sucursal 19,Experiencia,Satisfacción del cliente,69.85,Puntos
2024-12,Oficial 057,Sucursal 19,Experiencia,Tasa de reclamos,69.39,%
2024-12,Oficial 057,Sucursal 19,Experiencia,Tiempo de espera,88.33,Horas
2024-12,Oficial 058,Sucursal 20,Eficiencia,Tiempo de procesamiento,87.43,Horas
2024-12,Oficial 058,Sucursal 20,Eficiencia,Clientes atendidos por hora,72.98,Horas
2024-12,Oficial 058,Sucursal 20,Eficiencia,Tasa de errores,87.77,%
2024-12,Oficial 058,Sucursal 20,Calidad,Revisión manual necesaria,63.24,Horas
2024-12,Oficial 058,Sucursal 20,Calidad,Tasa de rechazo,68.05,%
2024-12,Oficial 058,Sucursal 20,Calidad,Cumplimiento de normativa,81.11,Horas
2024-12,Oficial 058,Sucursal 20,Experiencia,Satisfacción del cliente,64.93,Puntos
2024-12,Oficial 058,Sucursal 20,Experiencia,Tasa de reclamos,88.5,%
2024-12,Oficial 058,Sucursal 20,Experiencia,Tiempo de espera,88.22,Horas
2024-12,Oficial 059,Sucursal 20,Eficiencia,Tiempo de procesamiento,84.41,Horas
2024-12,Oficial 059,Sucursal 20,Eficiencia,Clientes atendidos por hora,66.88,Horas
2024-12,Oficial 059,Sucursal 20,Eficiencia,Tasa de errores,68.51,%
2024-12,Oficial 059,Sucursal 20,Calidad,Revisión manual necesaria,92.3,Horas
2024-12,Oficial 059,Sucursal 20,Calidad,Tasa de rechazo,66.0,%
2024-12,Oficial 059,Sucursal 20,Calidad,Cumplimiento de normativa,87.45,Horas
2024-12,Oficial 059,Sucursal 20,Experiencia,Satisfacción del cliente,80.2,Puntos
2024-12,Oficial 059,Sucursal 20,Experiencia,Tasa de reclamos,94.39,%
2024-12,Oficial 059,Sucursal 20,Experiencia,Tiempo de espera,71.9,Horas
2024-12,Oficial 060,Sucursal 20,Eficiencia,Tiempo de procesamiento,63.56,Horas
2024-12,Oficial 060,Sucursal 20,Eficiencia,Clientes atendidos por hora,89.1,Horas
2024-12,Oficial 060,Sucursal 20,Eficiencia,Tasa de errores,81.2,%
2024-12,Oficial 060,Sucursal 20,Calidad,Revisión manual necesaria,98.22,Horas
2024-12,Oficial 060,Sucursal 20,Calidad,Tasa de rechazo,81.66,%
2024-12,Oficial 060,Sucursal 20,Calidad,Cumplimiento de normativa,90.59,Horas
2024-12,Oficial 060,Sucursal 20,Experiencia,Satisfacción del cliente,85.2,Puntos
2024-12,Oficial 060,Sucursal 20,Experiencia,Tasa de reclamos,84.87,%
2024-12,Oficial 060,Sucursal 20,Experiencia,Tiempo de espera,95.75,Horas
2024-12,Oficial 061,Sucursal 21,Eficiencia,Tiempo de procesamiento,70.79,Horas
2024-12,Oficial 061,Sucursal 21,Eficiencia,Clientes atendidos por hora,72.86,Horas
2024-12,Oficial 061,Sucursal 21,Eficiencia,Tasa de errores,78.15,%
2024-12,Oficial 061,Sucursal 21,Calidad,Revisión manual necesaria,78.13,Horas
2024-12,Oficial 061,Sucursal 21,Calidad,Tasa de rechazo,78.72,%
2024-12,Oficial 061,Sucursal 21,Calidad,Cumplimiento de normativa,94.48,Horas
2024-12,Oficial 061,Sucursal 21,Experiencia,Satisfacción del cliente,77.62,Puntos
2024-12,Oficial 061,Sucursal 21,Experiencia,Tasa de reclamos,92.15,%
2024-12,Oficial 061,Sucursal 21,Experiencia,Tiempo de espera,91.44,Horas
2024-12,Oficial 062,Sucursal 21,Eficiencia,Tiempo de procesamiento,85.59,Horas
2024-12,Oficial 062,Sucursal 21,Eficiencia,Clientes atendidos por hora,91.09,Horas
2024-12,Oficial 062,Sucursal 21,Eficiencia,Tasa de errores,80.69,%
2024-12,Oficial 062,Sucursal 21,Calidad,Revisión manual necesaria,86.49,Horas
2024-12,Oficial 062,Sucursal 21,Calidad,Tasa de rechazo,90.15,%
2024-12,Oficial 062,Sucursal 21,Calidad,Cumplimiento de normativa,91.21,Horas
